url,post_url,post_id,post_date_created,date_created,comment_text,num_likes,num_replies,commenter_user_name,commenter_id,commenter_url,comment_id,comment_url
"https://www.tiktok.com/@dr.jubairsfinance/video/7381541963469786401","https://www.tiktok.com/@dr.jubairsfinance/video/7381541963469786401","7381541963469786401","""2024-06-17T18:32:51.000Z""","""2024-06-17T20:00:29.000Z""","What is the dividend yield on this fund ?",1,1,"fin███ Ai███n","6775842202897449989","https://www.tiktok.com/@finlayaitken6","7381564492096340768","https://www.tiktok.com/@dr.jubairsfinance/video/7381541963469786401?comment_id=7381564492096340768"
"https://www.tiktok.com/@dr.jubairsfinance/video/7411581429219364128","https://www.tiktok.com/@dr.jubairsfinance/video/7411581429219364128","7411581429219364128","""2024-09-06T17:21:28.000Z""","""2024-09-08T10:21:17.000Z""","Too much stress with stocks bro",2,2,"kap███ate███19","6825119749132076038","https://www.tiktok.com/@kapilpatel8819","7412215320918655777","https://www.tiktok.com/@dr.jubairsfinance/video/7411581429219364128?comment_id=7412215320918655777"
"https://www.tiktok.com/@dr.jubairsfinance/video/7411581429219364128","https://www.tiktok.com/@dr.jubairsfinance/video/7411581429219364128","7411581429219364128","""2024-09-06T17:21:28.000Z""","""2024-09-08T08:52:47.000Z""","wouldn't really call it a crash , maybe use the term ""falling "" crash would be like double digit % decline within 48 hours , unless you just using buzz words for algorithms",0,2,"Narz","6935516928958579718","https://www.tiktok.com/@narzx97","7412192541975790369","https://www.tiktok.com/@dr.jubairsfinance/video/7411581429219364128?comment_id=7412192541975790369"
"https://www.tiktok.com/@dr.jubairsfinance/video/7438649135953235232","https://www.tiktok.com/@dr.jubairsfinance/video/7438649135953235232","7438649135953235232","""2024-11-18T15:57:56.000Z""","""2024-11-18T16:09:45.000Z""","Delivery hero.. wish I’d put kkkk in that 🤣",1,1,"tra███e13███","7056415277432570885","https://www.tiktok.com/@trazeie13","7438652110797849376","https://www.tiktok.com/@dr.jubairsfinance/video/7438649135953235232?comment_id=7438652110797849376"
"https://www.tiktok.com/@dr.jubairsfinance/video/7400399808696962337","https://www.tiktok.com/@dr.jubairsfinance/video/7400399808696962337","7400399808696962337","""2024-08-07T14:10:55.000Z""","""2024-08-07T15:55:35.000Z""","I made $82,000 in 7 days investing in trading @PAULWHEELERFX start your investment to make a change",0,0,"kar███","7389531293161735174","https://www.tiktok.com/@karenj654","7400426764684264198","https://www.tiktok.com/@dr.jubairsfinance/video/7400399808696962337?comment_id=7400426764684264198"
"https://www.tiktok.com/@dr.jubairsfinance/video/7427173305947360545","https://www.tiktok.com/@dr.jubairsfinance/video/7427173305947360545","7427173305947360545","""2024-10-18T17:45:50.000Z""","""2024-10-19T22:00:55.000Z""","Why not vanguard?",1,2,"Hxa███sx","6762262781997057030","https://www.tiktok.com/@hxarrisx","7427610123872355104","https://www.tiktok.com/@dr.jubairsfinance/video/7427173305947360545?comment_id=7427610123872355104"
"https://www.tiktok.com/@dr.jubairsfinance/video/7413047789027986721","https://www.tiktok.com/@dr.jubairsfinance/video/7413047789027986721","7413047789027986721","""2024-09-10T16:11:41.000Z""","""2024-09-10T18:05:15.000Z""","investing is longterm. Why do you look at your portfolio daily?",2,7,"Fol███_To███spi███","6824219195909587974","https://www.tiktok.com/@follow_to_inspire","7413077073521263393","https://www.tiktok.com/@dr.jubairsfinance/video/7413047789027986721?comment_id=7413077073521263393"
"https://www.tiktok.com/@dr.jubairsfinance/video/7431634984064044320","https://www.tiktok.com/@dr.jubairsfinance/video/7431634984064044320","7431634984064044320","""2024-10-30T18:19:30.000Z""","""2024-10-30T20:55:20.000Z""","do you not end up losing money from the fees?",0,3,"Use███588███758███","6541381295035913216","https://www.tiktok.com/@joebidensteste","7431675161705333537","https://www.tiktok.com/@dr.jubairsfinance/video/7431634984064044320?comment_id=7431675161705333537"
"https://www.tiktok.com/@dr.jubairsfinance/video/7395992723305549088","https://www.tiktok.com/@dr.jubairsfinance/video/7395992723305549088","7395992723305549088","""2024-07-26T17:09:14.000Z""","""2024-07-27T06:14:40.000Z""","My goal is to make good profits every 24 hours, that's why I continue to trade with. @ @THOMAS TRADES LLC",1,0,"Fre███ck ███���","7273913086132667398","https://www.tiktok.com/@danielfredrickedi","7396195032590205701","https://www.tiktok.com/@dr.jubairsfinance/video/7395992723305549088?comment_id=7396195032590205701"
"https://www.tiktok.com/@dr.jubairsfinance/video/7395992723305549088","https://www.tiktok.com/@dr.jubairsfinance/video/7395992723305549088","7395992723305549088","""2024-07-26T17:09:14.000Z""","""2024-08-01T04:06:48.000Z""","@OFFICIAL MOVINGCYBER ACCOUNT Es muy perfecto
Es el mejor hasta la fecha,....",1,0,"rhi███yri███","7397839750848087045","https://www.tiktok.com/@rhinntyri","7398017589446214406","https://www.tiktok.com/@dr.jubairsfinance/video/7395992723305549088?comment_id=7398017589446214406"
"https://www.tiktok.com/@dr.jubairsfinance/video/7376672361514405152","https://www.tiktok.com/@dr.jubairsfinance/video/7376672361514405152","7376672361514405152","""2024-06-04T15:36:25.000Z""","""2024-06-04T18:18:45.000Z""","Why trading 212 and not Vanguard ?",0,1,"Z","7014947501149717509","https://www.tiktok.com/@__________________zm","7376714167702946592","https://www.tiktok.com/@dr.jubairsfinance/video/7376672361514405152?comment_id=7376714167702946592"
"https://www.tiktok.com/@dr.jubairsfinance/video/7420849804332354849","https://www.tiktok.com/@dr.jubairsfinance/video/7420849804332354849","7420849804332354849","""2024-10-01T16:47:27.000Z""","""2024-10-02T01:37:21.000Z""","My $300 turned into $11,500, Interested in crypto trading, but don't know how to trade, and you need trading guidance contact @Melissa Mariana",0,0,"Tho███pat███","7411657640713421829","https://www.tiktok.com/@thomas_patel__","7420986354672812806","https://www.tiktok.com/@dr.jubairsfinance/video/7420849804332354849?comment_id=7420986354672812806"
"https://www.tiktok.com/@dr.jubairsfinance/video/7420813101764775201","https://www.tiktok.com/@dr.jubairsfinance/video/7420813101764775201","7420813101764775201","""2024-10-01T14:25:02.000Z""","""2024-10-02T01:37:32.000Z""","My $300 turned into $11,500, Interested in crypto trading, but don't know how to trade, and you need trading guidance contact @Melissa Mariana",0,0,"Tho███pat███","7411657640713421829","https://www.tiktok.com/@thomas_patel__","7420986396708848389","https://www.tiktok.com/@dr.jubairsfinance/video/7420813101764775201?comment_id=7420986396708848389"
"https://www.tiktok.com/@dr.jubairsfinance/video/7443084852879985952","https://www.tiktok.com/@dr.jubairsfinance/video/7443084852879985952","7443084852879985952","""2024-11-30T14:50:57.000Z""","""2024-11-30T19:02:44.000Z""","this ETF is Super Rubbish",2,1,"Tom███Per███al █████████","7409068590383203361","https://www.tiktok.com/@tom.tpf","7443149641766847264","https://www.tiktok.com/@dr.jubairsfinance/video/7443084852879985952?comment_id=7443149641766847264"
"https://www.tiktok.com/@dr.jubairsfinance/video/7429739988591316257","https://www.tiktok.com/@dr.jubairsfinance/video/7429739988591316257","7429739988591316257","""2024-10-25T15:45:50.000Z""","""2024-10-25T16:20:13.000Z""","Theres no point looking at it everyday",3,2,"Har███rh_███","6919380732587934725","https://www.tiktok.com/@harveyrh_","7429748848182313760","https://www.tiktok.com/@dr.jubairsfinance/video/7429739988591316257?comment_id=7429748848182313760"
"https://www.tiktok.com/@dr.jubairsfinance/video/7397824239115554081","https://www.tiktok.com/@dr.jubairsfinance/video/7397824239115554081","7397824239115554081","""2024-07-31T15:36:28.000Z""","""2024-08-01T12:39:23.000Z""","How much was your dist payment?",1,3,"Will","103645921082535936","https://www.tiktok.com/@willcork","7398149709981057825","https://www.tiktok.com/@dr.jubairsfinance/video/7397824239115554081?comment_id=7398149709981057825"
"https://www.tiktok.com/@dr.jubairsfinance/video/7397824239115554081","https://www.tiktok.com/@dr.jubairsfinance/video/7397824239115554081","7397824239115554081","""2024-07-31T15:36:28.000Z""","""2024-07-31T20:15:05.000Z""","Wow! Amazing 😂😂",0,0,"joe███oco███","7334054294402286625","https://www.tiktok.com/@joecoloco4","7397896053330838304","https://www.tiktok.com/@dr.jubairsfinance/video/7397824239115554081?comment_id=7397896053330838304"
"https://www.tiktok.com/@dr.jubairsfinance/video/7397824239115554081","https://www.tiktok.com/@dr.jubairsfinance/video/7397824239115554081","7397824239115554081","""2024-07-31T15:36:28.000Z""","""2024-07-31T18:45:32.000Z""","Now I confirmed what people says about @PAULWHEELERFX when it comes to making good profit for clients in trading. I’m so grateful.",0,0,"wil███120███","7355183514926449669","https://www.tiktok.com/@willi31201","7397872961254556422","https://www.tiktok.com/@dr.jubairsfinance/video/7397824239115554081?comment_id=7397872961254556422"
"https://www.tiktok.com/@neilinvests/video/7436422761414659360","https://www.tiktok.com/@neilinvests/video/7436422761414659360","7436422761414659360","""2024-11-12T15:58:32.000Z""","""2024-11-17T12:10:20.000Z""","🥰🥰🥰",1,1,"Hus███n N███915███","6898312368582018053","https://www.tiktok.com/@husainniaz","7438219401679635232","https://www.tiktok.com/@neilinvests/video/7436422761414659360?comment_id=7438219401679635232"
"https://www.tiktok.com/@neilinvests/video/7436422761414659360","https://www.tiktok.com/@neilinvests/video/7436422761414659360","7436422761414659360","""2024-11-12T15:58:32.000Z""","""2024-11-16T16:07:02.000Z""","😁😁😁🥰🥰🥰🥺",1,1,"vjw███xa2███","7319885499270972448","https://www.tiktok.com/@vjwsisxa2ai","7437909304827249441","https://www.tiktok.com/@neilinvests/video/7436422761414659360?comment_id=7437909304827249441"
"https://www.tiktok.com/@neilinvests/video/7436422761414659360","https://www.tiktok.com/@neilinvests/video/7436422761414659360","7436422761414659360","""2024-11-12T15:58:32.000Z""","""2024-11-15T02:56:06.000Z""","😁",1,1,"Sme███ath███y","7248811776794969114","https://www.tiktok.com/@smeethathasay","7437334204302017312","https://www.tiktok.com/@neilinvests/video/7436422761414659360?comment_id=7437334204302017312"
"https://www.tiktok.com/@neilinvests/video/7436422761414659360","https://www.tiktok.com/@neilinvests/video/7436422761414659360","7436422761414659360","""2024-11-12T15:58:32.000Z""","""2024-11-17T10:39:30.000Z""","😁",0,0,"Wen███Dia███","7248811776794706970","https://www.tiktok.com/@naysaw.shea","7438195980015338272","https://www.tiktok.com/@neilinvests/video/7436422761414659360?comment_id=7438195980015338272"
"https://www.tiktok.com/@neilinvests/video/7436422761414659360","https://www.tiktok.com/@neilinvests/video/7436422761414659360","7436422761414659360","""2024-11-12T15:58:32.000Z""","""2024-11-15T18:36:36.000Z""","😁",0,0,"Sha███set███oa","7248810822087820314","https://www.tiktok.com/@shaslasethedoa","7437576752333996833","https://www.tiktok.com/@neilinvests/video/7436422761414659360?comment_id=7437576752333996833"
"https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","7333418632220921089","""2024-02-10T05:00:00.000Z""","""2024-02-10T09:01:47.000Z""","ดีมอลดีสุด",260,11,"San███uk","6818468130264728577","https://www.tiktok.com/@sandrruk","7333895796746978050","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089?comment_id=7333895796746978050"
"https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","7333418632220921089","""2024-02-10T05:00:00.000Z""","""2024-02-10T08:57:07.000Z""","ไมโลค่ะเวลากินโอวัลตินแล้วปวดขี้ตลอดเลย",18,0,"ประ███แดก███ากไ█████████","7303913185323631622","https://www.tiktok.com/@wanmaiwanmai80","7333894679773365000","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089?comment_id=7333894679773365000"
"https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","7333418632220921089","""2024-02-10T05:00:00.000Z""","""2024-02-10T10:50:22.000Z""","ไม่เป็นไรกินทั้งคู่",1,0,"วัย███นบิ███ยน์█████████","7268619164615771142","https://www.tiktok.com/@kruger_sigma","7333923852915639047","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089?comment_id=7333923852915639047"
"https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","7333418632220921089","""2024-02-10T05:00:00.000Z""","""2024-02-10T11:16:59.000Z""","👁👄👁",0,0,"ใบเ███���","7139442905265849346","https://www.tiktok.com/@usera92oatk3tbftd","7333930708006683400","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089?comment_id=7333930708006683400"
"https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","7333418632220921089","""2024-02-10T05:00:00.000Z""","""2024-02-18T09:19:55.000Z""","ชอบไมโลคับแต่ติดตรงหลอดกระดาษ",0,0,".","7080474183151092763","https://www.tiktok.com/@userdz242mk0db","7336869234800591623","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089?comment_id=7336869234800591623"
"https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","7333418632220921089","""2024-02-10T05:00:00.000Z""","""2024-02-10T14:14:15.000Z""","ชออบไมโล เพราะแจกเด็กๆ กินฟรีตาม รร ตอนผมเด็ก",0,0,"bjb███234███","6943632027111474177","https://www.tiktok.com/@bjboy123456","7333972003675783943","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089?comment_id=7333972003675783943"
"https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","7333418632220921089","""2024-02-10T05:00:00.000Z""","""2024-02-10T16:23:24.000Z""","ผมชอบไมโลโอวัลตินมันหวานๆ",0,0,"เจย███เจ?███","7015165287163479066","https://www.tiktok.com/@jay_.666","7334009671960953606","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089?comment_id=7334009671960953606"
"https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","7333418632220921089","""2024-02-10T05:00:00.000Z""","""2024-02-10T17:03:38.000Z""","ไมโลรสชาติเข้มข้นใกล้เคียงกับช็อกโกแลตมากกว่า ชอบไมโลมากกว่า",0,0,"ooo███555███","6771426853686395906","https://www.tiktok.com/@ooook555555","7334020051022218002","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089?comment_id=7334020051022218002"
"https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","7333418632220921089","""2024-02-10T05:00:00.000Z""","""2024-02-18T15:52:38.000Z""","แคมปัส☹️",0,0,"sie███yy","6593562222902116353","https://www.tiktok.com/@sieajayy","7336970420362494722","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089?comment_id=7336970420362494722"
"https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","7333418632220921089","""2024-02-10T05:00:00.000Z""","""2024-02-18T15:00:01.000Z""","ชอบไมโลมากว่าโอวัลตินมันหวานกินไม่ได้อะ",0,0,"𝙆���███𝙨���███𝙖.███","7177410771398689818","https://www.tiktok.com/@krisadabualom","7336956894591877896","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089?comment_id=7336956894591877896"
"https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","7333418632220921089","""2024-02-10T05:00:00.000Z""","""2024-02-10T08:40:03.000Z""","ชอบรสชาติของไมโล แต่ชอบหลอดของโอวัลติน",0,0,"api███","7017693721375360001","https://www.tiktok.com/@apxsit_","7333890271996445448","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089?comment_id=7333890271996445448"
"https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","7333418632220921089","""2024-02-10T05:00:00.000Z""","""2024-02-10T12:43:34.000Z""","ชอบโอ เพนาะไมหลอดกระดาษ😞😞",0,0,"😈���███ไรว███","7119781026734490650","https://www.tiktok.com/@inwza007_kingshadow","7333952977957356289","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089?comment_id=7333952977957356289"
"https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089","7333418632220921089","""2024-02-10T05:00:00.000Z""","""2024-02-10T12:04:27.000Z""","ไช่ปวดหลังป่ะคับ",0,0,"ชอบ███ G-███T","6878995955581486081","https://www.tiktok.com/@imsosad2010","7333942948067132168","https://www.tiktok.com/@thaiwinnerdotcom/video/7333418632220921089?comment_id=7333942948067132168"
