url,post_id,post_url,comment_id,user_name,user_id,user_url,date_created,comment_text,num_likes,num_replies,attached_files,video_length,source_type,subtype,type
"https://www.facebook.com/verizon/posts/pfbid0zpLRka9my4ndgcCwHZeBMZ17jPM9gmzb6M5meVy9XmfUFT5rLBkGFJPv9TkJgJXql?locale=en_US","pfbid0zpLRka9my4ndgcCwHZeBMZ17jPM9gmzb6M5meVy9XmfUFT5rLBkGFJPv9TkJgJXql","https://www.facebook.com/verizon/posts/pfbid0zpLRka9my4ndgcCwHZeBMZ17jPM9gmzb6M5meVy9XmfUFT5rLBkGFJPv9TkJgJXql?locale=en_US","Y29tbWVudDozOTczNzM0OTkzNDQxNDNfOTA2NTc0NzI3NjY5Nzk4","Kat███Dav███on","pfbid02QbSc7Zs4wR67DWEXtcGGyDdP6MjktDUBe7MHb2bNJQZsTgRbJ4dPQNeSXudv6w8rl","","""2024-01-12T13:41:08.000Z""","Joy House","",1,"null","","TextWithEntities","TextWithEntities","Comment"
"https://www.facebook.com/verizon/posts/pfbid0zpLRka9my4ndgcCwHZeBMZ17jPM9gmzb6M5meVy9XmfUFT5rLBkGFJPv9TkJgJXql?locale=en_US","pfbid0zpLRka9my4ndgcCwHZeBMZ17jPM9gmzb6M5meVy9XmfUFT5rLBkGFJPv9TkJgJXql","https://www.facebook.com/verizon/posts/pfbid0zpLRka9my4ndgcCwHZeBMZ17jPM9gmzb6M5meVy9XmfUFT5rLBkGFJPv9TkJgJXql?locale=en_US","Y29tbWVudDozOTczNzM0OTkzNDQxNDNfMzE2MjYyOTc0NzI4NDI1","Jam███McI███re","pfbid02DAD4uXif7L2ibVx7zZ4B8vbza7Tqrqzdn1kF3T1qkUSX1otAu4uMvHoXyA1YtezYl","https://www.facebook.com/JmyMck","""2024-01-19T22:33:51.000Z""","Yet if a Verizon customer travels outside of the USA and loses their phone, they are screwed because Verizon will not help.","",1,"null","","TextWithEntities","TextWithEntities","Comment"
"https://www.facebook.com/verizon/posts/pfbid0zpLRka9my4ndgcCwHZeBMZ17jPM9gmzb6M5meVy9XmfUFT5rLBkGFJPv9TkJgJXql?locale=en_US","pfbid0zpLRka9my4ndgcCwHZeBMZ17jPM9gmzb6M5meVy9XmfUFT5rLBkGFJPv9TkJgJXql","https://www.facebook.com/verizon/posts/pfbid0zpLRka9my4ndgcCwHZeBMZ17jPM9gmzb6M5meVy9XmfUFT5rLBkGFJPv9TkJgJXql?locale=en_US","Y29tbWVudDozOTczNzM0OTkzNDQxNDNfOTE0MTkxMTI2NzU1MzQy","Bub███Bug███","pfbid02DVKaLESKQqoYHcmo2HeMBuUs2JNK18KZDMa1hMLfh4TiGJPQ9ByYkarcYSh4QmdVl","","""2024-01-16T01:39:54.000Z""","Where is the 5g we was promised 2 years ago","",1,"null","","TextWithEntities","TextWithEntities","Comment"
"https://www.facebook.com/reel/260478723678355?locale=en_US","260478723678355","https://www.facebook.com/reel/260478723678355?locale=en_US","Y29tbWVudDo3NTY0MDE0ODY1MjY5MTJfMTA3NDgyMzY5MzcyMjc1Ng==","Dan███uth███","pfbid0WfY4JxPXbR2Xp4tsUCaaVtwGqwArAbCEL3BM7QXS5X496Gu23LQe1H1KhptCVnoFl","https://www.facebook.com/danrouthphoto","""2024-02-06T02:46:19.000Z""","Your customer service may be the worst on earth. Today I tried to update my wireless account to the tune of an $8 per month increase. I have been an AT&T customer for over 30 years. I spent 4 hours in the store and on the phone with your “fraud” people giving them more information than my bank required for my first mortgage and they could not “identify” me. Needless to say, I could not make any change. What was worse was they refused to tell me what the problem was. How can I reach a solution to a problem when I don’t know what the problem is? Tomorrow I am filing a formal complaint with the NC Attorney General. I will be shopping for a new wireless provider as well.","",1,"null","","TextWithEntities","TextWithEntities","Comment"
"https://www.facebook.com/3newsgh/posts/pfbid02dTZDs29765oxhxyV6s3Pmzeq2H8XPEeiCdaZiAjc2vYVvPJ3B3QsvySqyb32WHnnl?locale=en_US","pfbid02dTZDs29765oxhxyV6s3Pmzeq2H8XPEeiCdaZiAjc2vYVvPJ3B3QsvySqyb32WHnnl","https://www.facebook.com/3newsgh/posts/pfbid02dTZDs29765oxhxyV6s3Pmzeq2H8XPEeiCdaZiAjc2vYVvPJ3B3QsvySqyb32WHnnl?locale=en_US","Y29tbWVudDo4NjcyMzM5MzU1NzMzMjNfNTUwNjE4MzI3NzUwODQz","Mus███Ali███nne███","100004055062562","https://www.facebook.com/musahali.traore","""2024-11-28T08:40:43.000Z""","And what does this picture suppose to mean? That the man in the picture said what your caption says? Are you guys serious at all?","",1,"null","","TextWithEntities","TextWithEntities","Comment"
"https://www.facebook.com/attbusiness/videos/3587754878110674/?locale=en_US","3587754878110674","https://www.facebook.com/attbusiness/videos/3587754878110674/?locale=en_US","Y29tbWVudDoxMDE1OTk4MTE2NTAzNzMzNF8zNTM3MDA5NDA0NDIwNzM=","Pat███Pol███","1363782034","https://www.facebook.com/patti.polk.9","""2023-10-31T18:38:04.000Z""","AT&T - ty","",1,"null","","TextWithEntities","TextWithEntities","Comment"
"https://www.facebook.com/reel/260478723678355?locale=en_US","260478723678355","https://www.facebook.com/reel/260478723678355?locale=en_US","Y29tbWVudDo3NTY0MDE0ODY1MjY5MTJfOTE2NjUyNTAwMTk5MDQy","Tom███ark███","100073728533089","https://www.facebook.com/people/Tom-Clark/100073728533089/","""2024-03-04T14:43:56.000Z""","Makes no sense","",1,"null","","TextWithEntities","TextWithEntities","Comment"
"https://www.facebook.com/attbusiness/videos/556616592556942/?locale=en_US","556616592556942","https://www.facebook.com/attbusiness/videos/556616592556942/?locale=en_US","Y29tbWVudDoxMDE1OTk4Mjc5MDMwMjMzNF82OTMzMjc4MTU5MjQzODg=","Lis███enn███ In██████","pfbid0g7mhRaoFr97FQ3g1z3GSA33y9jKGYJyaM1CPH3HmJUXn1FidUBo14AjX6X7RTVWSl","","""2023-03-16T15:31:36.000Z""","ATT Business customer service is HORRIBLE!  Talked to them Feb. 2 to renew a business contract, this month get a bill for over $1100 (normal is around $300) because they never renewed the contract at the correct rates.  Spent 3 hours on the phone to finally get someone to help and they were able to renew the contract but did not provide all the services we were receiving so now we can not receive faxes.  Spent another 3 hours on the phone trying to get it straightened out and was told it was fixed and here it is 36 hours later and it is STILL NOT FIXED!!!","",1,"null","","TextWithEntities","TextWithEntities","Comment"
"https://www.facebook.com/reel/260478723678355?locale=en_US","260478723678355","https://www.facebook.com/reel/260478723678355?locale=en_US","Y29tbWVudDo3NTY0MDE0ODY1MjY5MTJfMzAyNjY2MTc5NDk2NzAx","Sar███Bea███n","1558253528","","""2024-02-20T13:12:51.000Z""","You suck #period #customerserviceblows","",1,"null","","TextWithEntities","TextWithEntities","Comment"
"https://www.facebook.com/attbusiness/videos/507615747875909/?locale=en_US","507615747875909","https://www.facebook.com/attbusiness/videos/507615747875909/?locale=en_US","Y29tbWVudDoxMDE2MDAwOTgxMjc3MjMzNF81OTk5MzkzMTg2Mjg1NTA=","Geo███ Ma███n","pfbid037DyeqVtsTVCaTMDsjkKAfivJAkF95BZZEE1XFKmtQE6E7huuj1QS8HYXpLbWVterl","","""2023-02-15T18:11:09.000Z""","Why did AT&T/Direct TV remove non Liberal stations from their channel availability.  It is not the cost as other more expensive liberal channels remain.","",1,"null","","TextWithEntities","TextWithEntities","Comment"
"https://www.facebook.com/attbusiness/videos/1345813389490055/?locale=en_US","1345813389490055","https://www.facebook.com/attbusiness/videos/1345813389490055/?locale=en_US","Y29tbWVudDoxMDE1OTk1NzQ3OTI0MjMzNF84MDYwMDUyOTA5MTQ4NTg=","Sco███Wil███","pfbid02PSpjAhqSnz2Nd3ewu6NYtJiug85wRRd8pvAkgutFJPbDHBA9XcWZSA9kxB8pzTdAl","","""2023-07-02T14:54:36.000Z""","Customer service is a joke","",1,"null","","TextWithEntities","TextWithEntities","Comment"
"https://www.facebook.com/verizon/posts/pfbid0zpLRka9my4ndgcCwHZeBMZ17jPM9gmzb6M5meVy9XmfUFT5rLBkGFJPv9TkJgJXql?locale=en_US","pfbid0zpLRka9my4ndgcCwHZeBMZ17jPM9gmzb6M5meVy9XmfUFT5rLBkGFJPv9TkJgJXql","https://www.facebook.com/verizon/posts/pfbid0zpLRka9my4ndgcCwHZeBMZ17jPM9gmzb6M5meVy9XmfUFT5rLBkGFJPv9TkJgJXql?locale=en_US","Y29tbWVudDozOTczNzM0OTkzNDQxNDNfMTU0NTI4NjQ5Mjk4NTA4NQ==","Kri███ Ol███","pfbid07NwCboDpHdTiyrdEMRoxvr4j8B4WWj1NvDxsCVXUk2aNr4z2reN2SzaiwngJFvQkl","","""2024-01-12T13:33:16.000Z""","Alyssa Kiehne","",1,"null","","TextWithEntities","TextWithEntities","Comment"
"https://www.facebook.com/verizon/posts/pfbid0zpLRka9my4ndgcCwHZeBMZ17jPM9gmzb6M5meVy9XmfUFT5rLBkGFJPv9TkJgJXql?locale=en_US","pfbid0zpLRka9my4ndgcCwHZeBMZ17jPM9gmzb6M5meVy9XmfUFT5rLBkGFJPv9TkJgJXql","https://www.facebook.com/verizon/posts/pfbid0zpLRka9my4ndgcCwHZeBMZ17jPM9gmzb6M5meVy9XmfUFT5rLBkGFJPv9TkJgJXql?locale=en_US","Y29tbWVudDozOTczNzM0OTkzNDQxNDNfMTAzMTA0MjE3MTUyNTcyMw==","Ell███Jen███er","pfbid021bDpxLdMCpbMXApM4CWTs9tDoWf23FwDJ7aiMY4DwDfQK5wPcjddHj48udjpa3Ewl","https://www.facebook.com/people/Ellie-Jennifer/pfbid021bDpxLdMCpbMXApM4CWTs9tDoWf23FwDJ7aiMY4DwDfQK5wPcjddHj48udjpa3Ewl/","""2024-01-12T14:17:10.000Z""","Really!","",1,"null","","TextWithEntities","TextWithEntities","Comment"
"https://www.facebook.com/reel/851559120439744?locale=en_US","851559120439744","https://www.facebook.com/reel/851559120439744?locale=en_US","Y29tbWVudDo5NjMzMDE3MTU4MzY4ODdfNTYwNjM0NzI2Njc3MjU4","Hol███And███on","pfbid037kLah5MKP7mBDqzXEP9LC3t6j2yaRchHuwCUkTFZGFzFQnmkmdrqS3iohrSRsXv2l","","""2024-12-04T04:20:09.000Z""","I was ready to swap my iphone 11 I'd had for years and I'd done a trade in deal for a Samsung back in March of this year. I had the 2 weeks to turn in my iphone, like normal, and was told within 3 billing cycles after it was received I would get my credit. The recent shows AT&T received it on time in April but is 'still processing' here in December?! And yet, my bill sure as heck is delivered on time. How do I get my credit now? This is a violation of the contract I signed for the promotion and new phone.","",1,"null","","TextWithEntities","TextWithEntities","Comment"
"https://www.facebook.com/3newsgh/posts/pfbid0zUzqAU3rXrvmbcefZhn9TZEohJDtrd9mnRh48KndFJDzkpoRNc7zYZMvkdFCuFUel?locale=en_US","pfbid0zUzqAU3rXrvmbcefZhn9TZEohJDtrd9mnRh48KndFJDzkpoRNc7zYZMvkdFCuFUel","https://www.facebook.com/3newsgh/posts/pfbid0zUzqAU3rXrvmbcefZhn9TZEohJDtrd9mnRh48KndFJDzkpoRNc7zYZMvkdFCuFUel?locale=en_US","Y29tbWVudDo4NjczOTk2MDg4OTAwODlfMTU0ODg0MDUyNTgzNTg2NA==","Ose███rne███","pfbid0SFz5ywx13fiuXc2XM2T9J9sGcpNGfNBAtiSx4esb3wcR3syyQXyjTzuxhSqgAB26l","https://www.facebook.com/osei.ernest.52012","""2024-11-28T14:27:20.000Z""","U people should keep on dreaming wai u think election is won on social media right as Asiedu Nkatia said election is won at the polling station","",1,"null","","TextWithEntities","TextWithEntities","Comment"
"https://www.facebook.com/verizon/posts/pfbid0zpLRka9my4ndgcCwHZeBMZ17jPM9gmzb6M5meVy9XmfUFT5rLBkGFJPv9TkJgJXql?locale=en_US","pfbid0zpLRka9my4ndgcCwHZeBMZ17jPM9gmzb6M5meVy9XmfUFT5rLBkGFJPv9TkJgJXql","https://www.facebook.com/verizon/posts/pfbid0zpLRka9my4ndgcCwHZeBMZ17jPM9gmzb6M5meVy9XmfUFT5rLBkGFJPv9TkJgJXql?locale=en_US","Y29tbWVudDozOTczNzM0OTkzNDQxNDNfMTI3NzgzMDE4Mjg4NTIzOA==","Tam███Pra███","pfbid024Aczdb73DZ69n8R9HRyiWiNG83VNDatkZxEaiTUri3HcgXhR6fWo3ikbovUkio7wl","","""2024-01-13T17:13:56.000Z""","Kristen Joy","",1,"null","","TextWithEntities","TextWithEntities","Comment"
