user_id,timestamp,channel,platform,campaign_id,strategy,event_type
U00000,2026-04-18T19:38:36.920005,social,linkedin,linkedin_trigger_v1,trigger,sent
U00000,2026-04-27T06:18:56.367950,email,email,email_trigger_v1,trigger,sent
U00000,2026-04-28T03:44:34.583528,social,instagram,instagram_trigger_v1,trigger,sent
U00000,2026-04-28T03:44:34.583528,social,instagram,instagram_trigger_v1,trigger,open
U00000,2026-05-01T03:48:32.796540,ad,facebook,facebook_trigger_v1,trigger,sent
U00001,2026-04-20T05:23:54.981018,email,email,email_hybrid_v1,hybrid,sent
U00001,2026-04-22T11:07:14.611050,email,email,email_hybrid_v1,hybrid,sent
U00001,2026-04-22T11:07:14.611050,email,email,email_hybrid_v1,hybrid,open
U00001,2026-04-24T00:49:05.726108,social,instagram,instagram_hybrid_v1,hybrid,sent
U00001,2026-04-28T09:32:12.678060,social,linkedin,linkedin_hybrid_v1,hybrid,sent
U00001,2026-04-28T09:32:12.678060,social,linkedin,linkedin_hybrid_v1,hybrid,open
U00001,2026-04-30T00:05:19.308351,social,tiktok,tiktok_hybrid_v1,hybrid,sent
U00001,2026-05-01T02:09:16.330308,social,facebook,facebook_hybrid_v1,hybrid,sent
U00002,2026-04-17T14:28:25.401491,social,instagram,instagram_trigger_v1,trigger,sent
U00002,2026-04-17T14:28:25.401491,social,instagram,instagram_trigger_v1,trigger,open
U00002,2026-04-19T10:57:24.604174,social,linkedin,linkedin_trigger_v1,trigger,sent
U00002,2026-04-19T10:57:24.604174,social,linkedin,linkedin_trigger_v1,trigger,open
U00002,2026-04-19T10:57:24.604174,social,linkedin,linkedin_trigger_v1,trigger,click
U00002,2026-04-19T10:57:24.604174,social,linkedin,linkedin_trigger_v1,trigger,convert
U00002,2026-04-20T07:10:08.961714,email,email,email_trigger_v1,trigger,sent
U00002,2026-04-20T07:10:08.961714,email,email,email_trigger_v1,trigger,open
U00002,2026-04-26T19:23:23.596134,email,email,email_trigger_v1,trigger,sent
U00002,2026-04-26T19:23:23.596134,email,email,email_trigger_v1,trigger,open
U00002,2026-04-26T19:23:23.596134,email,email,email_trigger_v1,trigger,click
U00002,2026-04-26T19:23:23.596134,email,email,email_trigger_v1,trigger,convert
U00002,2026-04-27T01:19:06.561608,social,linkedin,linkedin_trigger_v1,trigger,sent
U00002,2026-04-27T01:19:06.561608,social,linkedin,linkedin_trigger_v1,trigger,open
U00002,2026-04-27T08:56:08.041986,social,instagram,instagram_trigger_v1,trigger,sent
U00002,2026-04-27T08:56:08.041986,social,instagram,instagram_trigger_v1,trigger,open
U00002,2026-04-27T08:56:08.041986,social,instagram,instagram_trigger_v1,trigger,click
U00002,2026-04-28T10:19:29.835924,social,linkedin,linkedin_trigger_v1,trigger,sent
U00002,2026-04-28T10:19:29.835924,social,linkedin,linkedin_trigger_v1,trigger,open
U00002,2026-04-28T10:19:29.835924,social,linkedin,linkedin_trigger_v1,trigger,click
U00002,2026-04-28T10:19:29.835924,social,linkedin,linkedin_trigger_v1,trigger,convert
U00002,2026-04-28T12:24:23.727027,social,linkedin,linkedin_trigger_v1,trigger,sent
U00003,2026-04-19T15:10:36.719442,social,linkedin,linkedin_fixed_v1,fixed,sent
U00003,2026-04-24T12:21:03.759965,social,instagram,instagram_fixed_v1,fixed,sent
U00004,2026-04-30T05:16:59.203480,social,linkedin,linkedin_fixed_v1,fixed,sent
U00004,2026-04-30T23:11:51.415039,social,facebook,facebook_fixed_v1,fixed,sent
U00005,2026-04-18T20:23:14.507821,social,tiktok,tiktok_fixed_v1,fixed,sent
U00006,2026-04-19T23:23:44.358243,social,linkedin,linkedin_fixed_v1,fixed,sent
U00006,2026-04-19T23:23:44.358243,social,linkedin,linkedin_fixed_v1,fixed,open
U00006,2026-04-23T13:10:59.740912,social,instagram,instagram_fixed_v1,fixed,sent
U00006,2026-04-23T13:10:59.740912,social,instagram,instagram_fixed_v1,fixed,open
U00006,2026-04-23T13:10:59.740912,social,instagram,instagram_fixed_v1,fixed,click
U00006,2026-04-27T13:44:22.391518,social,linkedin,linkedin_fixed_v1,fixed,sent
U00006,2026-04-27T13:44:22.391518,social,linkedin,linkedin_fixed_v1,fixed,open
U00006,2026-04-28T02:51:45.223289,email,email,email_fixed_v1,fixed,sent
U00006,2026-04-28T02:51:45.223289,email,email,email_fixed_v1,fixed,open
U00006,2026-04-29T11:49:20.638038,ad,instagram,instagram_fixed_v1,fixed,sent
U00007,2026-04-18T15:47:50.207906,social,tiktok,tiktok_hybrid_v1,hybrid,sent
U00007,2026-04-18T15:47:50.207906,social,tiktok,tiktok_hybrid_v1,hybrid,open
U00007,2026-04-24T07:31:01.916982,social,instagram,instagram_hybrid_v1,hybrid,sent
U00007,2026-04-24T08:52:39.180371,ad,instagram,instagram_hybrid_v1,hybrid,sent
U00008,2026-04-19T00:28:53.216477,social,linkedin,linkedin_fixed_v1,fixed,sent
U00008,2026-04-19T00:28:53.216477,social,linkedin,linkedin_fixed_v1,fixed,open
U00008,2026-04-19T00:28:53.216477,social,linkedin,linkedin_fixed_v1,fixed,click
U00008,2026-04-21T10:29:40.384932,social,linkedin,linkedin_fixed_v1,fixed,sent
U00008,2026-04-21T10:29:40.384932,social,linkedin,linkedin_fixed_v1,fixed,open
U00008,2026-04-26T17:33:57.618923,email,email,email_fixed_v1,fixed,sent
U00008,2026-04-26T17:33:57.618923,email,email,email_fixed_v1,fixed,open
U00008,2026-04-26T21:52:21.616541,social,linkedin,linkedin_fixed_v1,fixed,sent
U00008,2026-04-26T21:52:21.616541,social,linkedin,linkedin_fixed_v1,fixed,open
U00009,2026-04-18T03:05:23.885217,social,tiktok,tiktok_hybrid_v1,hybrid,sent
U00009,2026-04-19T19:18:29.616147,social,tiktok,tiktok_hybrid_v1,hybrid,sent
U00009,2026-04-19T19:18:29.616147,social,tiktok,tiktok_hybrid_v1,hybrid,open
U00009,2026-04-23T14:11:33.403780,social,tiktok,tiktok_hybrid_v1,hybrid,sent
U00009,2026-05-01T09:26:17.482282,social,tiktok,tiktok_hybrid_v1,hybrid,sent
U00009,2026-05-01T09:26:17.482282,social,tiktok,tiktok_hybrid_v1,hybrid,open
U00009,2026-05-01T09:26:17.482282,social,tiktok,tiktok_hybrid_v1,hybrid,click
U00010,2026-04-19T05:14:47.995045,social,tiktok,tiktok_hybrid_v1,hybrid,sent
U00010,2026-04-19T15:30:12.709389,ad,facebook,facebook_hybrid_v1,hybrid,sent
U00010,2026-04-19T15:30:12.709389,ad,facebook,facebook_hybrid_v1,hybrid,open
U00010,2026-04-20T00:14:02.945548,ad,instagram,instagram_hybrid_v1,hybrid,sent
U00010,2026-04-25T21:23:33.424624,social,tiktok,tiktok_hybrid_v1,hybrid,sent
U00010,2026-04-25T21:23:33.424624,social,tiktok,tiktok_hybrid_v1,hybrid,open
U00010,2026-04-29T03:15:13.888202,social,tiktok,tiktok_hybrid_v1,hybrid,sent
U00011,2026-04-28T18:11:09.026870,social,linkedin,linkedin_fixed_v1,fixed,sent
U00012,2026-04-21T17:07:07.537578,social,tiktok,tiktok_fixed_v1,fixed,sent
U00012,2026-04-23T01:35:10.583251,social,instagram,instagram_fixed_v1,fixed,sent
U00012,2026-04-23T01:35:10.583251,social,instagram,instagram_fixed_v1,fixed,open
U00012,2026-04-23T01:35:10.583251,social,instagram,instagram_fixed_v1,fixed,click
U00012,2026-04-24T08:09:51.261257,social,tiktok,tiktok_fixed_v1,fixed,sent
U00012,2026-04-26T18:43:20.551759,email,email,email_fixed_v1,fixed,sent
U00013,2026-04-17T17:59:35.373899,social,linkedin,linkedin_trigger_v1,trigger,sent
U00013,2026-04-17T17:59:35.373899,social,linkedin,linkedin_trigger_v1,trigger,open
U00013,2026-04-17T17:59:35.373899,social,linkedin,linkedin_trigger_v1,trigger,click
U00013,2026-04-19T00:40:20.578488,social,linkedin,linkedin_trigger_v1,trigger,sent
U00013,2026-04-20T18:10:02.241483,ad,instagram,instagram_trigger_v1,trigger,sent
U00013,2026-04-20T18:10:02.241483,ad,instagram,instagram_trigger_v1,trigger,open
U00013,2026-04-24T22:20:18.896789,ad,facebook,facebook_trigger_v1,trigger,sent
U00013,2026-04-25T23:37:16.736719,social,instagram,instagram_trigger_v1,trigger,sent
U00013,2026-04-25T23:37:16.736719,social,instagram,instagram_trigger_v1,trigger,open
U00013,2026-04-28T11:40:49.868215,social,linkedin,linkedin_trigger_v1,trigger,sent
U00013,2026-04-28T11:40:49.868215,social,linkedin,linkedin_trigger_v1,trigger,open
U00013,2026-04-28T11:40:49.868215,social,linkedin,linkedin_trigger_v1,trigger,click
U00013,2026-04-28T11:40:49.868215,social,linkedin,linkedin_trigger_v1,trigger,convert
U00013,2026-04-28T15:43:49.950038,social,linkedin,linkedin_trigger_v1,trigger,sent
U00013,2026-04-28T15:43:49.950038,social,linkedin,linkedin_trigger_v1,trigger,open
U00013,2026-04-28T15:43:49.950038,social,linkedin,linkedin_trigger_v1,trigger,click
U00013,2026-04-28T15:43:49.950038,social,linkedin,linkedin_trigger_v1,trigger,convert
U00013,2026-04-29T02:41:16.852562,ad,instagram,instagram_trigger_v1,trigger,sent
U00013,2026-04-29T02:41:16.852562,ad,instagram,instagram_trigger_v1,trigger,open
U00014,2026-04-18T02:36:27.435011,email,email,email_trigger_v1,trigger,sent
U00014,2026-04-20T00:59:00.476248,ad,instagram,instagram_trigger_v1,trigger,sent
U00014,2026-04-20T19:32:46.596088,ad,facebook,facebook_trigger_v1,trigger,sent
U00014,2026-04-24T13:31:14.936302,email,email,email_trigger_v1,trigger,sent
U00014,2026-04-29T09:58:48.815804,social,facebook,facebook_trigger_v1,trigger,sent
U00014,2026-04-29T18:00:05.978127,social,instagram,instagram_trigger_v1,trigger,sent
U00015,2026-04-23T23:30:02.112622,ad,instagram,instagram_trigger_v1,trigger,sent
U00015,2026-04-23T23:30:02.112622,ad,instagram,instagram_trigger_v1,trigger,open
U00015,2026-04-24T16:46:43.983782,social,linkedin,linkedin_trigger_v1,trigger,sent
U00015,2026-04-24T16:46:43.983782,social,linkedin,linkedin_trigger_v1,trigger,open
U00015,2026-04-29T12:08:39.265531,social,instagram,instagram_trigger_v1,trigger,sent
U00015,2026-04-29T12:08:39.265531,social,instagram,instagram_trigger_v1,trigger,open
U00016,2026-04-22T02:19:45.713574,social,instagram,instagram_fixed_v1,fixed,sent
U00016,2026-04-22T02:19:45.713574,social,instagram,instagram_fixed_v1,fixed,open
U00016,2026-04-24T05:35:09.254072,social,linkedin,linkedin_fixed_v1,fixed,sent
U00016,2026-04-24T23:54:21.921778,ad,instagram,instagram_fixed_v1,fixed,sent
U00016,2026-04-29T09:06:58.767221,ad,instagram,instagram_fixed_v1,fixed,sent
U00016,2026-04-30T07:53:34.564433,offer,email,email_fixed_v1,fixed,sent
U00017,2026-04-25T19:28:37.752603,social,instagram,instagram_hybrid_v1,hybrid,sent
U00017,2026-04-28T10:57:42.116960,social,instagram,instagram_hybrid_v1,hybrid,sent
U00017,2026-04-28T15:09:30.909234,email,email,email_hybrid_v1,hybrid,sent
U00017,2026-04-28T17:05:49.499393,social,linkedin,linkedin_hybrid_v1,hybrid,sent
